label,content
2,cho e hỏi là dùng cả ba phương thức để xét tuyển 1 nguyện vọng có được không ạ
0,không biết là điểm tuyển sinh năm nay của trường có giảm so với năm ngoái không ạ
1,cho hỏi chương trình chất lượng cao ngành kỹ thuật hoá học có gì khác với kỹ thuật hoá học ạ
1,thầy ơi kỹ thuật môi trường đại trà và chất lượng cao khác nhau nhiều khoa học ạ
3,cho e hỏi về ngành công nghệ thực phẩm với ạ
1,ngành khoa học máy tính chương trình không phải chất lượng cao thì có giảng dạy bằng tiếng anh không ạ
0,thầy ơi xét học bạ ưu tiên xét tuyển là chỉ tiêu bao nhiêu ạ
1,chương trình việt pháp tuyển sinh như thế nào ạ
1,công nghệ thực phẩm đại trà và công nghệ thực phẩm chất lượng cao có gì khác nhau ạ
2,khi nào mình xét tuyển phương thức ưu tiên ạ
3,em muốn hỏi nhu cầu nhân lực của xã hội đối với ngành công nghệ sinh học ạ
2,ngành kiến trúc có xét học bạ không ạ
2,thầy ơi cho em hỏi nếu xét học bạ thì lấy điểm thế nào ạ
1,công nghệ hoá học và chương trình chất lượng cao ngành công nghệ hoá học có gì khác ạ
0,cho e hỏi là đăng kí thi vào khoa học máy tính mà hiện tại chưa biết gì về công nghệ thông tin thì có được không ạ
1,thầy ơi chương trình chất lượng cao và liên kết có những điểm nào khác nhau ạ
2,cho em hỏi trường chuyên với trường thường thì xét ưu tiên xét tuyển như nhau ạ
0,cho em hỏi khi nào có chỉ tiêu cụ thể cho từng phương thức tuyển sinh ạ
2,cho em hỏi là khi viết bài luận cho phương thức xét tuyển ưu tiên thì viết những gì ạ
2,ưu tiên xét tuyển ngày nào và gồm những gì vậy ạ
3,ngành công nghệ sinh học thì sao ạ
0,bây giờ em không biết tiếng nhật thì khi vào công nghệ thông tin việt nhật có học được không ạ
3,ngành cơ điện tử mình cần những yêu cầu nào ạ yêu cầu như thế nào về ngành này
1,thầy ơi thầy nói rõ điểm khác biệt của chương trình đại trà và chất lượng cao được không ạ
1,chương trình chất lượng cao và liên kết có những điểm nào khác nhau ạ
1,thầy ơi nói rõ hơn về chương trình đại trà và chất lượng cao được không ạ
1,hệ đại trà và hệ chất lượng cao khác nhau như thế nào ạ
0,chỉ tiêu cho ngành khoa học máy tính bằng đánh giá năng lực là bao nhiêu ạ
2,xét học bạ thì thế nào ạ
2,em muốn hỏi về việc ưu tiên xét tuyển dạng trường chuyên ạ
2,ngành kiến trúc có xét điểm đánh giá năng lực không ạ
2,năm nay có tính điểm ưu tiên không ạ
0,cho em hỏi học phí đại trà có tăng lên không ạ
0,điểm khối a và a1 có lệch nhiều không ạ
3,cho em hỏi là ngành kỹ thuật hoá học có đảm bảo đầu ra sau này không ạ
2,diện ưu tiên xét tuyển theo đại học quốc gia khi nào mới nộp hồ sơ vậy thầy
0,em muốn hỏi về ngành công nghệ sinh học trường xét khối b toán hóa sinh lấy điểm sao ạ
2,cho em hỏi phương thức xét tuyển học bạ như thế nào ạ
0,cho em hỏi phân ngành trong khoa cơ khí gồm những gì ạ
3,kỹ sư dầu khí bây giờ có nên học không ạ
3,ngành kỹ thuật ôtô cần những gì vậy thầy
3,ngành công nghệ sinh học ở trường có cơ hội việc làm như thế nào ạ
3,em xin hỏi thầy hiền về cơ hội nghề nghiệp của ngành kỹ thuật hệ thống công nghiệp ạ
3,ngành dệt may có nhiều liên kết với các công ty nước ngoài không ạ
3,cho em hỏi thêm sự khác nhau giữa chuyên ngành kỹ thuật hóa dệt và kỹ thuật dệt của trường mình ạ
3,nếu học logistic thì bằng cấp sẽ là kỹ sư hay cử nhân ạ
3,xin ban tư vấn cho biết tương lai của ngành cơ kỹ thuật
3,cho em hỏi công nghệ nhiệt lạnh sẽ làm những công việc cụ thể nào ạ
3,cho em hỏi về logistics thì sau này ra trường em có thể làm bên mảng kinh tế hay kỹ thuật hay cả 2 ạ
3,nếu học logistics thì có cơ hội đi du học nước ngoài không ạ
3,giờ giá dầu thế giới giảm quá trời có nên học ngành dầu khí không ạ
3,theo học ngành kỹ thuật dệt sẽ được dạy về những gì ạ
3,nếu em muốn học về kỹ thuật robot thì có nên học tự động hóa hay cơ điện tử ạ
3,học dệt may có phải học nhiều về máy móc kỹ thuật không ạ
3,ngành dầu khí giờ có nên học không ạ
0,cho em hỏi học kỹ thuật dệt có phù hợp cho nam không ạ
0,nữ học cơ khí có khó khăn hơn nam không ạ
3,dạ thầy cô cho em hỏi ngành điện điện tử và cơ điện tử khác nhau như thế nào ạ
3,thầy cô cho em hỏi là em muốn học về robot thì nên học tự động hóa hay cơ điện tử vậy ạ
3,thầy cô ơi cho em hỏi ngành kỹ thuật dệt may có dạy về thiết kế thời trang không ạ
3,thầy cô nói thêm về ngành logistics được không ạ
3,thầy cho em hỏi về sự khác nhau giữa hóa dược của khoa hóa và ngành dược của các trường y ạ
1,thầy ơi thầy cho em hỏi bên mình có ngành hóa dược chương trình chất lượng cao không ạ
3,em cũng có thắc mắc là kỹ thuật dầu khí của khoa địa chất dầu khí với hóa dầu của khoa hóa có gì khác ạ
3,cho e xin hỏi ngành quản lí môi trường và kỹ thuật môi trường thì nó khác biệt như thế nào ạ
3,e đang dự định học ngành kỹ thuật môi trường không biết là học xong đầu ra e sẽ ra đâu làm và chỉ tiêu xin việc cao không ạ e cám ơn
3,cho em hỏi ngành kỹ thuật môi trường ngoài thiết kế ra còn có chuyên môn nào khác không ạ
3,cho em hỏi tiềm năng của ngành vật liệu trong những năm sắp tới đây ạ
3,cho em hỏi nếu là kỹ sư môi trường ở bách khoa ra trường sẽ làm những gì ạ
3,cho em hỏi tương lai ngành khoan khai thác khoa kỹ thuật địa chất và dầu khí cơ hội việc làm sẽ ra sao ạ
3,cho em hỏi lại ngành logistic trường mình đào tạo thế nào ra trường công việc thế nào ạ
3,em muốn được tư vấn về ngành kỹ thuật hàng không ạ
3,cho em hỏi ngành kỹ thuật ô tô sẽ đi thực tập ở đâu ạ
3,em muốn hỏi về định hướng tương lai ngành tàu thủy nhờ các thầy cô trả lời giúp ạ
0,điểm đánh giá năng lực thường chiếm bao nhiêu phần trăm chỉ tiêu vậy ạ
3,cho em hỏi ngành bảo dưỡng công nghiệp vừa học điện vừa học cơ khí đúng không ạ
3,quản lý công nghiệp thì như nào ạ
0,dạ cho em hỏi về kỹ thuật ô tô ạ chương trình học bao nhiêu chỉ ạ
3,dạ cho em hỏi học kỹ thuật giao thông thì mình có cơ hội nghề nghiệp như nào ạ
3,chào các thầy cho em hỏi em học ngành bảo dưỡng công nghiệp sau khi tốt nghiệp có thể làm bảo dưỡng máy bay không ạ
0,công nghiệp hoá học tại bách khoa hồ chí minh cần bao nhiêu điểm à
3,học cơ khí chế tạo học ngành phụ bão dưỡng hàng không được không ạ
3,cho em hỏi kỹ sư bảo dưỡng công nghiệp có được đào tạo bảo dưỡng máy bay không ạ
3,thầy cô cho em hỏi em nghe nói học các ngành cơ khí vẫn có thể làm ở hàng không ạ
2,cho em hỏi năm nay về thời gian nộp đơn đăng kí ưu tiên xét tuyển ạ em xin cảm ơn
3,cho e hỏi là khoa học máy tính và kỹ thuật máy tính khác nhau như thế nào ạ
3,cho em hỏi về ngành công nghệ ô tô ạ
2,thầy ơi cho em hỏi mình xet tuyển điểm thi đánh giá năng lực như thế nào ạ nó có giống với kì thi trung học phổ thông không ạ
3,ngành logistics có cơ hội việc làm như thế nào ạ
3,xin cho e tư vấn về ngành công nghệ thông tin với ạ
2,khi nào trường công bố điểm chuẩn của kỳ thi đánh giá năng lực
1,chương trình liên kết quốc tế thì bằng của trường mình hay trường bạn vậy thầy
3,em muốn hỏi về sự khác nhau về ngành kỹ thuật máy tính và khoa học máy tính ạ triển vọng của nghề này như thế nào ạ
3,cho em hỏi là ngành kỹ thuật điều khiển và tự động hoá có tiềm năng ở việt nam sau này không ạ
3,cho em hỏi ngành kỹ thuật môi trường ạ cơ hội việc làm và làm những gì ạ
3,cho em hỏi nếu học khoa học máy tính thì sau tốt nghiệp có thể ra làm việc liên quan về ngành công nghệ thông tin được không ạ
3,em muốn hiểu thêm về cơ hội nghề nghiệp của ngành kỹ thuật nhiệt ạ
3,cho em xin tư vấn về ngành khoa học máy tính và cơ hội việc làm sau ra trường ạ
1,trường mình có có đào tạo chất lượng cao ngành logistics không vậy ạ
0,ngành khoa học máy tính có những chuyên ngành nào vậy ạ
3,kỹ sư hóa học và công nghệ thực phẩm có liên quan gì đến nhau vậy ạ
0,ngành khoa học máy tính đào tạo bao nhiêu năm ạ
3,trường có đào tạo trí tuệ nhân tao không ạ
1,cho em hỏi chương trình liên kết quốc tế có được đi nước ngoài không ạ
3,cho em hỏi về ngành logistics và kỹ thuật hệ thống công nghiệp có gì khác ạ
3,các thầy nói thêm về ngành kỹ thuật y sinh đi ạ
3,thầy ơi tư vấn về ngành công nghệ sinh học cho em được không ạ
3,cho em hỏi về ngành kỹ thuật hoá học và cơ hội về việc làm sau này ạh
3,cho em xin giới thiệu về ngành kỹ thuật robot ạ
3,ngành khoa học máy tính sau này ra làm công việc gì ạ
3,em muốn học tự động hoá thì tương lai sẽ có ngành nghề gì phù hợp ạ
3,dạ cho em hỏi về đầu ra và cơ hội nghề nghiệp ngành cơ khí như thế nào ạ em vẫn chưa rõ lắm ạ
