label,content,_id
2,chỉ tiêu ngành điện điện tử là bao nhiêu thế,0f2a90ea
2,tuyển thằng điều kiện là gì vậy ạ,4aaa4a08
3,thầy ơi ngành điện thì sao vậy thầy em cảm ơn ạ,0cb59beb
1,cho em hỏi ngành khoa học máy tính chương trình thường có giảng dạy bằng tiếng anh không ạ,5716f3a2
2,kỹ thuật chỉ tiêu đại trà năm nay lấy bao nhiêu vậy ad,2d838c34
2,khi nào có link đăng ký ưu tiên xét tuyển và kết quả ưu tiên xét tuyển sẽ công bố trước hay sau kỳ thi đánh giá năng lực ạ,a2043d78
0,tỉ lệ chọi ngành kiến trúc năm trước bao nhiêu vậy ạ,a60a05e9
2,ưu tiên xét tuyển thì xác suất đậu cao không ạ,9f4f3c91
3,dạ kỹ thuật máy tính khác khoa học máy tính cái gì ạ,9147db81
0,năm nay logistics lấy bao nhiêu chỉ tiêu ạ,067db72e
3,ad cho mình hỏi điện lực là ngành nào vậy,1835d887
0,cho e hỏi ngành khoa học máy tính với kỹ thuật máy tính năm nay lấy chỉ tiêu bao nhiêu ạ,59f4a03a
0,ngành công nghệ thực phẩm khối b xét sao vậy ạ,9a0df5b2
0,nhóm ngành kỹ thuật điều kiển và tự động hóa có phải thuộc công nghệ thông tin hay cơ khí vậy ạ,4fcae99a
2,cho em hỏi ngành công nghệ sinh học tuyển sinh sao ạ,b6899035
2,cho em hỏi về việc xét tuyển của ngành kiến trúc có môn vẽ thì sẽ tuyển sinh như thế nào ạ,3dffafa8
0,cho em hỏi một ngành gồm 2 khối thi thì có chia đều chỉ tiêu cho 2 khối hay là điểm đầu vào như nhau ạ,58adea11
3,ngành kỹ thuật ô tô có gì mới không ạ,66a7c73a
0,cho em hỏi kỹ thuật ô tô đại trà năm nay chỉ tiêu bao nhiêu v,0e91dc38
0,ngành công nghệ sinh học toán hóa sinh thì xét tuyển sao ạ,da1fb461
1,cho em hỏi tuyển sinh kỹ thuật dầu khí với ạ có những chương trình nào ạ em cảm ơn,1274216c
2,em thi ngành dầu khí thì xét tuyển sao ạ,c67251bf
1,dạ cho em chương trình đại học chính quy và chương trình chất lượng cao ngành khoa học máy tính khác nhau sao ạ,7bbfdad0
2,cho e hỏi điểm thi đánh giá năng lực có thể đăng kí tối đa bao nhiêu nguyện vọng vậy ạ,a5a98fa3
2,cho em hỏi ngành công nghệ sinh học của bách khoa tuyển sinh như thế nào ạ,a037d8f0
2,thầy ơi ưu tiên xét tuyển thì tầm bao nhiêu điểm sẽ an toàn vậy thầy,c02fc38b
3,cho em hỏi lộ trình học của khoa học máy tính với ngành kỹ thật máy tính chương trình chuẩn ạ,c708edb7
0,năm nay có tăng học phí không ạ,111b1fd1
2,cho e hỏi kỹ thuật hoá học xét tuyển như thế nào ạ,783db0fe
2,ưu tiên xét tuyển cần chuẩn bị những gì vậy ạ,2901652d
2,khi nào có link đăng ký ưu tiên xét tuyển và kết quả ưu tiên xét tuyển sẽ công bố trước hay sau kỳ thi đánh giá năng lực ạ,c4f43aa9
2,bao giờ nhận hồ sơ ưu tiên xét tuyển ạ,afcb5532
2,e học sinh trường thường vào được đội tuyển thi học sinh giỏi quốc gia của tỉnh có được ưu tiên xét tuyển không ạ,7a09d50d
0,đăng kí học công nghệ thông tin mà hiện tại chưa biết gì về công nghệ thông tin thì có theo học được không ạ,b88915b2
0,thầy ơi đủ điểm vào trường thì có xét tiêu chí phụ là học bạ không thầy hay là đủ điểm là được vào ạ,adec04ab
2,cho em hỏi khoa học máy tính thì có những cách xét tuyển nào ạ,c8015962
2,cho em hỏi về việc xét tuyển của ngành kiến trúc ạ,300cb5e5
1,học liên kết quốc tế thì cần học triết không ạ,f17f99bc
2,ưu tiên xét tuyển thì trường sẽ xét như thế nào ạ,0760f175
1,ngành kỹ thuật hóa có chương trình chất lượng cao không ạ,f7bacc50
1,thầy ơi chương trình liên kết em sẽ được học như thế nào ạ,fae24e88
1,chương trình chất lượng cao và liên kết có những điểm nào khác nhau ạ,3a28ee74
3,em hỏi thông tin về ngành công nghệ sinh ạ,7c767f56
2,thầy ơi thầy có thể làm rõ hơn việc xét tuyển bằng học bạ được không ạ,c1482055
2,cho e hỏi là dùng cả ba phương thức để xét tuyển 1 nguyện vọng có được không ạ,bb29f68c
0,không biết là điểm tuyển sinh năm nay của trường có giảm so với năm ngoái không ạ,b047c67d
1,cho hỏi chương trình chất lượng cao ngành kỹ thuật hoá học có gì khác với kỹ thuật hoá học ạ,2ed91346
1,thầy ơi kỹ thuật môi trường đại trà và chất lượng cao khác nhau nhiều khoa học ạ,493de09a
3,cho e hỏi về ngành công nghệ thực phẩm với ạ,93289c0b
1,ngành khoa học máy tính chương trình không phải chất lượng cao thì có giảng dạy bằng tiếng anh không ạ,1ff44dd5
0,thầy ơi xét học bạ ưu tiên xét tuyển là chỉ tiêu bao nhiêu ạ,12b69146
1,chương trình việt pháp tuyển sinh như thế nào ạ,bfe33027
1,công nghệ thực phẩm đại trà và công nghệ thực phẩm chất lượng cao có gì khác nhau ạ,cc91b579
2,khi nào mình xét tuyển phương thức ưu tiên ạ,e00a70c3
3,em muốn hỏi nhu cầu nhân lực của xã hội đối với ngành công nghệ sinh học ạ,dd02d456
2,ngành kiến trúc có xét học bạ không ạ,cd001391
2,thầy ơi cho em hỏi nếu xét học bạ thì lấy điểm thế nào ạ,d4d8576f
1,công nghệ hoá học và chương trình chất lượng cao ngành công nghệ hoá học có gì khác ạ,3acdfd93
0,cho e hỏi là đăng kí thi vào khoa học máy tính mà hiện tại chưa biết gì về công nghệ thông tin thì có được không ạ,1907e079
1,thầy ơi chương trình chất lượng cao và liên kết có những điểm nào khác nhau ạ,553fddeb
2,cho em hỏi trường chuyên với trường thường thì xét ưu tiên xét tuyển như nhau ạ,135d7d48
0,cho em hỏi khi nào có chỉ tiêu cụ thể cho từng phương thức tuyển sinh ạ,d37ae31a
2,cho em hỏi là khi viết bài luận cho phương thức xét tuyển ưu tiên thì viết những gì ạ,8e95a7e5
2,ưu tiên xét tuyển ngày nào và gồm những gì vậy ạ,0d2a2a47
3,ngành công nghệ sinh học thì sao ạ,4cefe1ef
0,bây giờ em không biết tiếng nhật thì khi vào công nghệ thông tin việt nhật có học được không ạ,4c0258d0
3,ngành cơ điện tử mình cần những yêu cầu nào ạ yêu cầu như thế nào về ngành này,8f6d62b3
1,thầy ơi thầy nói rõ điểm khác biệt của chương trình đại trà và chất lượng cao được không ạ,6e34552d
1,chương trình chất lượng cao và liên kết có những điểm nào khác nhau ạ,8439fdfa
1,thầy ơi nói rõ hơn về chương trình đại trà và chất lượng cao được không ạ,ead35c9d
1,hệ đại trà và hệ chất lượng cao khác nhau như thế nào ạ,3c9c4714
0,chỉ tiêu cho ngành khoa học máy tính bằng đánh giá năng lực là bao nhiêu ạ,d7eb2fbe
2,xét học bạ thì thế nào ạ,d6962e58
2,em muốn hỏi về việc ưu tiên xét tuyển dạng trường chuyên ạ,f80be007
2,ngành kiến trúc có xét điểm đánh giá năng lực không ạ,5d960244
2,năm nay có tính điểm ưu tiên không ạ,2366e4ce
0,cho em hỏi học phí đại trà có tăng lên không ạ,5e17a197
0,điểm khối a và a1 có lệch nhiều không ạ,8bc58679
3,cho em hỏi là ngành kỹ thuật hoá học có đảm bảo đầu ra sau này không ạ,f23254e8
2,diện ưu tiên xét tuyển theo đại học quốc gia khi nào mới nộp hồ sơ vậy thầy,71c6a472
0,em muốn hỏi về ngành công nghệ sinh học trường xét khối b toán hóa sinh lấy điểm sao ạ,37148bc3
2,cho em hỏi phương thức xét tuyển học bạ như thế nào ạ,209bf079
0,cho em hỏi phân ngành trong khoa cơ khí gồm những gì ạ,ba91b525
3,kỹ sư dầu khí bây giờ có nên học không ạ,1af724c9
3,ngành kỹ thuật ôtô cần những gì vậy thầy,e0dfc683
3,ngành công nghệ sinh học ở trường có cơ hội việc làm như thế nào ạ,5950da00
3,em xin hỏi thầy hiền về cơ hội nghề nghiệp của ngành kỹ thuật hệ thống công nghiệp ạ,2b47d565
3,ngành dệt may có nhiều liên kết với các công ty nước ngoài không ạ,a18e7213
3,cho em hỏi thêm sự khác nhau giữa chuyên ngành kỹ thuật hóa dệt và kỹ thuật dệt của trường mình ạ,095927b7
3,nếu học logistic thì bằng cấp sẽ là kỹ sư hay cử nhân ạ,94699404
3,xin ban tư vấn cho biết tương lai của ngành cơ kỹ thuật,de9adeee
3,cho em hỏi công nghệ nhiệt lạnh sẽ làm những công việc cụ thể nào ạ,d536de54
3,cho em hỏi về logistics thì sau này ra trường em có thể làm bên mảng kinh tế hay kỹ thuật hay cả 2 ạ,19601395
3,nếu học logistics thì có cơ hội đi du học nước ngoài không ạ,d60b15a9
3,giờ giá dầu thế giới giảm quá trời có nên học ngành dầu khí không ạ,6c431f37
3,theo học ngành kỹ thuật dệt sẽ được dạy về những gì ạ,276824fd
3,nếu em muốn học về kỹ thuật robot thì có nên học tự động hóa hay cơ điện tử ạ,84ca14fb
3,học dệt may có phải học nhiều về máy móc kỹ thuật không ạ,4cb52247
3,ngành dầu khí giờ có nên học không ạ,93f57a12
0,cho em hỏi học kỹ thuật dệt có phù hợp cho nam không ạ,8ab5c5fe
0,nữ học cơ khí có khó khăn hơn nam không ạ,2f545568
3,dạ thầy cô cho em hỏi ngành điện điện tử và cơ điện tử khác nhau như thế nào ạ,71fb0ee4
3,thầy cô cho em hỏi là em muốn học về robot thì nên học tự động hóa hay cơ điện tử vậy ạ,9db91d4b
3,thầy cô ơi cho em hỏi ngành kỹ thuật dệt may có dạy về thiết kế thời trang không ạ,eaa7bd08
3,thầy cô nói thêm về ngành logistics được không ạ,9866e73c
3,thầy cho em hỏi về sự khác nhau giữa hóa dược của khoa hóa và ngành dược của các trường y ạ,4ad8a38b
1,thầy ơi thầy cho em hỏi bên mình có ngành hóa dược chương trình chất lượng cao không ạ,723a490a
3,em cũng có thắc mắc là kỹ thuật dầu khí của khoa địa chất dầu khí với hóa dầu của khoa hóa có gì khác ạ,312fb9e4
3,cho e xin hỏi ngành quản lí môi trường và kỹ thuật môi trường thì nó khác biệt như thế nào ạ,37152c34
3,e đang dự định học ngành kỹ thuật môi trường không biết là học xong đầu ra e sẽ ra đâu làm và chỉ tiêu xin việc cao không ạ e cám ơn,3f5cd92d
3,cho em hỏi ngành kỹ thuật môi trường ngoài thiết kế ra còn có chuyên môn nào khác không ạ,1f928272
3,cho em hỏi tiềm năng của ngành vật liệu trong những năm sắp tới đây ạ,64d33bff
3,cho em hỏi nếu là kỹ sư môi trường ở bách khoa ra trường sẽ làm những gì ạ,8899e824
3,cho em hỏi tương lai ngành khoan khai thác khoa kỹ thuật địa chất và dầu khí cơ hội việc làm sẽ ra sao ạ,cf10bfd7
3,cho em hỏi lại ngành logistic trường mình đào tạo thế nào ra trường công việc thế nào ạ,6ded331e
3,em muốn được tư vấn về ngành kỹ thuật hàng không ạ,8a6f804b
3,cho em hỏi ngành kỹ thuật ô tô sẽ đi thực tập ở đâu ạ,fc99cc34
3,em muốn hỏi về định hướng tương lai ngành tàu thủy nhờ các thầy cô trả lời giúp ạ,8596f4c7
0,điểm đánh giá năng lực thường chiếm bao nhiêu phần trăm chỉ tiêu vậy ạ,6eb02a44
3,cho em hỏi ngành bảo dưỡng công nghiệp vừa học điện vừa học cơ khí đúng không ạ,5374fb16
3,quản lý công nghiệp thì như nào ạ,25cedcaf
0,dạ cho em hỏi về kỹ thuật ô tô ạ chương trình học bao nhiêu chỉ ạ,a009d700
3,dạ cho em hỏi học kỹ thuật giao thông thì mình có cơ hội nghề nghiệp như nào ạ,18770b5d
3,chào các thầy cho em hỏi em học ngành bảo dưỡng công nghiệp sau khi tốt nghiệp có thể làm bảo dưỡng máy bay không ạ,4411d857
0,công nghiệp hoá học tại bách khoa hồ chí minh cần bao nhiêu điểm à,4e2a018e
3,học cơ khí chế tạo học ngành phụ bão dưỡng hàng không được không ạ,ef1bc44a
3,cho em hỏi kỹ sư bảo dưỡng công nghiệp có được đào tạo bảo dưỡng máy bay không ạ,89c0f69c
3,thầy cô cho em hỏi em nghe nói học các ngành cơ khí vẫn có thể làm ở hàng không ạ,59bc9efd
2,cho em hỏi năm nay về thời gian nộp đơn đăng kí ưu tiên xét tuyển ạ em xin cảm ơn,3c5b5bdb
3,cho e hỏi là khoa học máy tính và kỹ thuật máy tính khác nhau như thế nào ạ,2399b894
3,cho em hỏi về ngành công nghệ ô tô ạ,6186c05d
2,thầy ơi cho em hỏi mình xet tuyển điểm thi đánh giá năng lực như thế nào ạ nó có giống với kì thi trung học phổ thông không ạ,ed19574e
3,ngành logistics có cơ hội việc làm như thế nào ạ,cae2d412
3,xin cho e tư vấn về ngành công nghệ thông tin với ạ,0b4044b1
2,khi nào trường công bố điểm chuẩn của kỳ thi đánh giá năng lực,9185b420
1,chương trình liên kết quốc tế thì bằng của trường mình hay trường bạn vậy thầy,f3911623
3,em muốn hỏi về sự khác nhau về ngành kỹ thuật máy tính và khoa học máy tính ạ triển vọng của nghề này như thế nào ạ,b1498934
3,cho em hỏi là ngành kỹ thuật điều khiển và tự động hoá có tiềm năng ở việt nam sau này không ạ,e183c9e0
3,cho em hỏi ngành kỹ thuật môi trường ạ cơ hội việc làm và làm những gì ạ,4705912e
3,cho em hỏi nếu học khoa học máy tính thì sau tốt nghiệp có thể ra làm việc liên quan về ngành công nghệ thông tin được không ạ,37aa9026
3,em muốn hiểu thêm về cơ hội nghề nghiệp của ngành kỹ thuật nhiệt ạ,998830e9
3,cho em xin tư vấn về ngành khoa học máy tính và cơ hội việc làm sau ra trường ạ,abbddf0a
1,trường mình có có đào tạo chất lượng cao ngành logistics không vậy ạ,5b423fbf
0,ngành khoa học máy tính có những chuyên ngành nào vậy ạ,e6074719
3,kỹ sư hóa học và công nghệ thực phẩm có liên quan gì đến nhau vậy ạ,8dea2057
0,ngành khoa học máy tính đào tạo bao nhiêu năm ạ,f78010f5
3,trường có đào tạo trí tuệ nhân tao không ạ,9cc9c1e8
1,cho em hỏi chương trình liên kết quốc tế có được đi nước ngoài không ạ,c4e1f0db
3,cho em hỏi về ngành logistics và kỹ thuật hệ thống công nghiệp có gì khác ạ,f929dc93
3,các thầy nói thêm về ngành kỹ thuật y sinh đi ạ,e7301408
3,thầy ơi tư vấn về ngành công nghệ sinh học cho em được không ạ,a3288fca
3,cho em hỏi về ngành kỹ thuật hoá học và cơ hội về việc làm sau này ạh,05b6b904
3,cho em xin giới thiệu về ngành kỹ thuật robot ạ,2d0053d3
3,ngành khoa học máy tính sau này ra làm công việc gì ạ,dde81d56
3,em muốn học tự động hoá thì tương lai sẽ có ngành nghề gì phù hợp ạ,330a8996
3,dạ cho em hỏi về đầu ra và cơ hội nghề nghiệp ngành cơ khí như thế nào ạ em vẫn chưa rõ lắm ạ,ca7f57df
